380, 0.0002000000
381, 0.0002282100
382, 0.0002610900
383, 0.0002993600
384, 0.0003438700
385, 0.0003955600
386, 0.0004554400
387, 0.0005246200
388, 0.0006042800
389, 0.0006956500
390, 0.0008000000
391, 0.0009163500
392, 0.0010477000
393, 0.0011955000
394, 0.0013611000
395, 0.0015457000
396, 0.0017508000
397, 0.0018776000
398, 0.0022273000
399, 0.0025011000
400, 0.0028000000
401, 0.0031159000
402, 0.0034576000
403, 0.0038268000
404, 0.0042256000
405, 0.0046562000
406, 0.0051216000
407, 0.0056248000
408, 0.0061695000
409, 0.0067597000
410, 0.0074000000
411, 0.0081451000
412, 0.0089555000
413, 0.0098322000
414, 0.0107740000
415, 0.0117790000
416, 0.0128420000
417, 0.0139560000
418, 0.0151110000
419, 0.0162970000
420, 0.0175000000
421, 0.0185820000
422, 0.0196450000
423, 0.0206830000
424, 0.0216940000
425, 0.0226780000
426, 0.0236360000
427, 0.0245720000
428, 0.0254900000
429, 0.0263970000
430, 0.0273000000
431, 0.0283350000
432, 0.0293830000
433, 0.0304420000
434, 0.0315100000
435, 0.0325840000
436, 0.0336610000
437, 0.0347350000
438, 0.0358030000
439, 0.0368600000
440, 0.0379000000
441, 0.0388380000
442, 0.0397520000
443, 0.0406460000
444, 0.0415240000
445, 0.0423910000
446, 0.0432520000
447, 0.0441160000
448, 0.0449900000
449, 0.0458810000
450, 0.0468000000
451, 0.0477430000
452, 0.0487330000
453, 0.0497850000
454, 0.0509100000
455, 0.0521220000
456, 0.0534350000
457, 0.0548640000
458, 0.0564240000
459, 0.0581310000
460, 0.0600000000
461, 0.0626019700
462, 0.0652775200
463, 0.0680420800
464, 0.0709110900
465, 0.0739000000
466, 0.0770160000
467, 0.0802664000
468, 0.0836668000
469, 0.0872328000
470, 0.0909800000
471, 0.0949175500
472, 0.0990458400
473, 0.1033674000
474, 0.1078846000
475, 0.1126000000
476, 0.1175320000
477, 0.1226744000
478, 0.1279928000
479, 0.1334528000
480, 0.1390200000
481, 0.1446764000
482, 0.1504693000
483, 0.1564619000
484, 0.1627177000
485, 0.1693000000
486, 0.1762431000
487, 0.1835581000
488, 0.1912735000
489, 0.1994180000
490, 0.2080200000
491, 0.2171199000
492, 0.2267345000
493, 0.2368571000
494, 0.2474812000
495, 0.2586000000
496, 0.2701849000
497, 0.2822939000
498, 0.2950505000
499, 0.3085780000
500, 0.3230000000
501, 0.3384021000
502, 0.3546858000
503, 0.3716986000
504, 0.3892875000
505, 0.4073000000
506, 0.4256299000
507, 0.4443096000
508, 0.4633944000
509, 0.4829395000
510, 0.5030000000
511, 0.5235693000
512, 0.5445120000
