469,  -1.01925,  -0.77026,  -0.17462
470,  -1.00228,  -0.75475,  -0.18953
471,  -0.98596,  -0.74008,  -0.20613
472,  -0.97020,  -0.72614,  -0.22432
473,  -0.95488,  -0.71280,  -0.24396
474,  -0.93991,  -0.69993,  -0.26490
475,  -0.92518,  -0.68740,  -0.28700
476,  -0.91058,  -0.67510,  -0.31012
477,  -0.89611,  -0.66297,  -0.33404
478,  -0.88176,  -0.65102,  -0.35856
479,  -0.86753,  -0.63921,  -0.38347
480,  -0.85342,  -0.62754,  -0.40856
481,  -0.83944,  -0.61599,  -0.43369
482,  -0.82560,  -0.60459,  -0.45894
483,  -0.81195,  -0.59340,  -0.48449
484,  -0.79850,  -0.58244,  -0.51050
485,  -0.78528,  -0.57176,  -0.53712
486,  -0.77229,  -0.56136,  -0.56443
487,  -0.75929,  -0.55102,  -0.59215
488,  -0.74604,  -0.54046,  -0.61989
489,  -0.73226,  -0.52943,  -0.64728
490,  -0.71770,  -0.51766,  -0.67394
491,  -0.70217,  -0.50494,  -0.69958
492,  -0.68575,  -0.49138,  -0.72429
493,  -0.66860,  -0.47714,  -0.74822
494,  -0.65089,  -0.46238,  -0.77156
495,  -0.63278,  -0.44726,  -0.79446
496,  -0.61441,  -0.43192,  -0.81711
497,  -0.59582,  -0.41640,  -0.83977
498,  -0.57707,  -0.40070,  -0.86273
499,  -0.55817,  -0.38483,  -0.88627
500,  -0.53916,  -0.36880,  -0.91066
501,  -0.52009,  -0.35262,  -0.93617
502,  -0.50099,  -0.33635,  -0.96288
503,  -0.48192,  -0.32006,  -0.99090
504,  -0.46292,  -0.30382,  -1.02028
505,  -0.44404,  -0.28770,  -1.05112
506,  -0.42533,  -0.27175,  -1.08337
507,  -0.40683,  -0.25604,  -1.11656
508,  -0.38857,  -0.24060,  -1.15011
509,  -0.37059,  -0.22549,  -1.18343
510,  -0.35293,  -0.21076,  -1.21595
511,  -0.33561,  -0.19643,  -1.24725
512,  -0.31867,  -0.18252,  -1.27765
513,  -0.30215,  -0.16901,  -1.30765
514,  -0.28606,  -0.15590,  -1.33774
515,  -0.27044,  -0.14318,  -1.36843
516,  -0.25532,  -0.13086,  -1.40010
517,  -0.24080,  -0.11905,  -1.43271
518,  -0.22695,  -0.10788,  -1.46609
519,  -0.21387,  -0.09749,  -1.50010
520,  -0.20165,  -0.08799,  -1.53457
521,  -0.19035,  -0.07947,  -1.56938
522,  -0.17986,  -0.07183,  -1.60454
523,  -0.17006,  -0.06494,  -1.64008
524,  -0.16081,  -0.05864,  -1.67602
525,  -0.15198,  -0.05279,  -1.71240
526,  -0.14348,  -0.04727,  -1.74923
527,  -0.13530,  -0.04209,  -1.78644
528,  -0.12749,  -0.03727,  -1.82397
529,  -0.12010,  -0.03286,  -1.86171
530,  -0.11315,  -0.02887,  -1.89959
531,  -0.10668,  -0.02532,  -1.93755
532,  -0.10057,  -0.02214,  -1.97565
533,  -0.09470,  -0.01921,  -2.01400
534,  -0.08894,  -0.01644,  -2.05269
535,  -0.08317,  -0.01374,  -2.09181
536,  -0.07730,  -0.01103,  -2.13142
537,  -0.07143,  -0.00840,  -2.17147
538,  -0.06567,  -0.00595,  -2.21187
539,  -0.06015,  -0.00381,  -2.25253
540,  -0.05502,  -0.00208,  -2.29337
541,  -0.05037,  -0.00087,  -2.33431
542,  -0.04622,  -0.00018,  -2.37534
543,  -0.04255,  -0.00001,  -2.41648
544,  -0.03937,  -0.00036,  -2.45772
545,  -0.03665,  -0.00122,  -2.49909
546,  -0.03438,  -0.00257,  -2.54058
547,  -0.03241,  -0.00428,  -2.58220
548,  -0.03059,  -0.00619,  -2.62397
549,  -0.02876,  -0.00815,  -2.66589
550,  -0.02678,  -0.01002,  -2.70798
551,  -0.02453,  -0.01169,  -2.75022
552,  -0.02211,  -0.01328,  -2.79259
553,  -0.01964,  -0.01496,  -2.83501
554,  -0.01728,  -0.01690,  -2.87744
555,  -0.01514,  -0.01928,  -2.91982
556,  -0.01334,  -0.02220,  -2.96210
557,  -0.01183,  -0.02559,  -3.00431
558,  -0.01051,  -0.02932,  -3.04645
559,  -0.00931,  -0.03326,  -3.08856
560,  -0.00813,  -0.03728,  -3.13067
561,  -0.00692,  -0.04127,  -3.17278
562,  -0.00570,  -0.04533,  -3.21489
563,  -0.00451,  -0.04954,  -3.25698
564,  -0.00339,  -0.05402,  -3.29904
565,  -0.00240,  -0.05888,  -3.34105
566,  -0.00157,  -0.06421,  -3.38300
567,  -0.00092,  -0.06998,  -3.42488
568,  -0.00043,  -0.07617,  -3.46669
569,  -0.00013,  -0.08273,  -3.50841
570,   0.00000,  -0.08964,  -3.55006
571,  -0.00007,  -0.09687,  -3.59162
572,  -0.00038,  -0.10449,  -3.63308
573,  -0.00099,  -0.11259,  -3.67445
574,  -0.00196,  -0.12126,  -3.71571
575,  -0.00335,  -0.13060,  -3.75687
576,  -0.00518,  -0.14064,  -3.79790
577,  -0.00729,  -0.15126,  -3.83881
578,  -0.00951,  -0.16230,  -3.87960
579,  -0.01164,  -0.17357,  -3.92025
580,  -0.01348,  -0.18490,  -3.96077
581,  -0.01493,  -0.19619,  -4.00115
582,  -0.01609,  -0.20746,  -4.04138
583,  -0.01715,  -0.21881,  -4.08146
584,  -0.01830,  -0.23035,  -4.12139
585,  -0.01972,  -0.24215,  -4.16116
586,  -0.02156,  -0.25431,  -4.20077
587,  -0.02381,  -0.26689,  -4.24021
588,  -0.02643,  -0.27991,  -4.27948
589,  -0.02937,  -0.29344,  -4.31859
590,  -0.03261,  -0.30751,  -4.35751
591,  -0.03609,  -0.32215,  -4.39626
592,  -0.03982,  -0.33734,  -4.43482
593,  -0.04381,  -0.35306,  -4.47320
594,  -0.04806,  -0.36925,  -4.51140
595,  -0.05258,  -0.38590,  -4.54940
596,  -0.05738,  -0.40297,  -4.58721
597,  -0.06242,  -0.42047,  -4.62482
598,  -0.06770,  -0.43841,  -4.66224
599,  -0.07318,  -0.45682,  -4.69945
600,  -0.07884,  -0.47570,  -4.73646
601,  -0.08467,  -0.49506,  -4.77327
602,  -0.09072,  -0.51490,  -4.80987
603,  -0.09702,  -0.53518,  -4.84626
604,  -0.10365,  -0.55587,  -4.88244
605,  -0.11064,  -0.57696,  -4.91841
606,  -0.11805,  -0.59843,  -4.95417
607,  -0.12585,  -0.62025,  -4.98970
608,  -0.13403,  -0.64240,  -5.02503
609,  -0.14254,  -0.66488,  -5.06013
610,  -0.15137,  -0.68767,  -5.09502
611,  -0.16049,  -0.71075,  -5.12969
612,  -0.16992,  -0.73413,  -5.16413
613,  -0.17965,  -0.75782,  -5.19835
614,  -0.18972,  -0.78184,  -5.23235
615,  -0.20013,  -0.80620,  -5.26613
616,  -0.21088,  -0.83091,
617,  -0.22193,  -0.85596,
618,  -0.23322,  -0.88135,
619,  -0.24470,  -0.90708,
620,  -0.25631,  -0.93315,
621,  -0.26803,  -0.95953,
622,  -0.27998,  -0.98621,
623,  -0.29232,  -1.01314,
624,  -0.30521,  -1.04028,
625,  -0.31881,  -1.06759,
626,  -0.33323,  -1.09505,
627,  -0.34839,  -1.12268,
628,  -0.36419,  -1.15050,
629,  -0.38048,  -1.17854,
630,  -0.39717,  -1.20682,
631,  -0.41414,  -1.23538,
632,  -0.43136,  -1.26418,
633,  -0.44880,  -1.29320,
634,  -0.46646,  -1.32240,
635,  -0.48431,  -1.35176,
636,  -0.50232,  -1.38126,
637,  -0.52048,  -1.41100,
638,  -0.53874,  -1.44107,
639,  -0.55708,  -1.47160,
640,  -0.57547,  -1.50268,
641,  -0.59390,  -1.53436,
642,  -0.61251,  -1.56638,
643,  -0.63146,  -1.59845,
644,  -0.65092,  -1.63025,
645,  -0.67104,  -1.66147,
646,  -0.69196,  -1.69190,
647,  -0.71361,  -1.72175,
648,  -0.73592,  -1.75136,
649,  -0.75879,  -1.78104,
650,  -0.78215,  -1.81113,
651,  -0.80589,  -1.84187,
652,  -0.82999,  -1.87323,
653,  -0.85439,  -1.90513,
654,  -0.87906,  -1.93746,
655,  -0.90396,  -1.97013,
656,  -0.92906,  -2.00305,
657,  -0.95436,  -2.03619,
658,  -0.97986,  -2.06950,
659,  -1.00556,  -2.10295,
660,  -1.03148,  -2.13653,
661,  -1.05761,  -2.17017,
662,  -1.08396,  -2.20379,
663,  -1.11051,  -2.23729,
664,  -1.13728,  -2.27055,
665,  -1.16425,  -2.30349,
666,  -1.19142,  -2.33602,
667,  -1.21879,  -2.36821,
668,  -1.24637,  -2.40018,
669,  -1.27417,  -2.43203,
670,  -1.30219,  -2.46386,
671,  -1.33044,  -2.49577,
672,  -1.35892,  -2.52775,
673,  -1.38765,  -2.55981,
674,  -1.41661,  -2.59194,
675,  -1.44584,  -2.62412,
676,  -1.47531,  -2.65636,
677,  -1.50503,  -2.68865,
678,  -1.53499,  -2.72100,
679,  -1.56516,  -2.75340,
680,  -1.59552,  -2.78586,
681,  -1.62609,  -2.81840,
682,  -1.65691,  -2.85105,
683,  -1.68805,  -2.88388,
684,  -1.71957,  -2.91694,
685,  -1.75153,  -2.95029,
686,  -1.78396,  -2.98395,
687,  -1.81670,  -3.01778,
688,  -1.84954,  -3.05161,
689,  -1.88228,  -3.08527,
690,  -1.91471,  -3.11859,
691,  -1.94668,  -3.15143,
692,  -1.97827,  -3.18384,
693,  -2.00960,  -3.21592,
694,  -2.04082,  -3.24777,
695,  -2.07203,  -3.27946,
696,  -2.10335,  -3.31109,
697,  -2.13477,  -3.34268,
698,  -2.16626,  -3.37424,
699,  -2.19779,  -3.40578,
700,  -2.22933,  -3.43733,
701,  -2.26087,  -3.46889,
702,  -2.29245,  -3.50051,
703,  -2.32414,  -3.53223,
704,  -2.35602,  -3.56410,
705,  -2.38814,  -3.59616,
706,  -2.42056,  -3.62844,
707,  -2.45323,  -3.66088,
708,  -2.48609,  -3.69342,
709,  -2.51909,  -3.72596,
710,  -2.55215,  -3.75845,
711,  -2.58522,  -3.79081,
712,  -2.61826,  -3.82303,
713,  -2.65119,  -3.85508,
714,  -2.68398,  -3.88695,
715,  -2.71657,  -3.91862,
716,  -2.74892,  -3.95010,
717,  -2.78110,  -3.98141,
718,  -2.81315,  -4.01261,
719,  -2.84515,  -4.04373,
720,  -2.87717,  -4.07483,
721,  -2.90925,  -4.10594,
722,  -2.94136,  -4.13702,
723,  -2.97344,  -4.16803,
724,  -3.00542,  -4.19891,
725,  -3.03726,  -4.22963,
726,  -3.06892,  -4.26014,
727,  -3.10040,  -4.29048,
728,  -3.13176,  -4.32069,
729,  -3.16303,  -4.35080,
730,  -3.19425,  -4.38086,
731,  -3.22544,  -4.41089,
732,  -3.25665,  -4.44093,
733,  -3.28790,  -4.47097,
734,  -3.31922,  -4.50104,
735,  -3.35063,  -4.53113,
736,  -3.38215,  -4.56125,
737,  -3.41370,  -4.59131,
738,  -3.44516,  -4.62121,
739,  -3.47643,  -4.65085,
740,  -3.50742,  -4.68015,
741,  -3.53805,  -4.70902,
742,  -3.56840,  -4.73757,
743,  -3.59859,  -4.76593,
744,  -3.62872,  -4.79423,
745,  -3.65890,  -4.82259,
746,  -3.68923,  -4.85111,
747,  -3.71967,  -4.87976,
748,  -3.75014,  -4.90847,
749,  -3.78058,  -4.93716,
750,  -3.81093,  -4.96577,
751,  -3.84113,  -4.99424,
752,  -3.87119,  -5.02257,
753,  -3.90110,  -5.05074,
754,  -3.93089,  -5.07876,
755,  -3.96056,  -5.10664,
756,  -3.99013,  -5.13438,
757,  -4.01962,  -5.16203,
758,  -4.04907,  -5.18961,
759,  -4.07851,  -5.21720,
760,  -4.10795,  -5.24482,
761,  -4.13743,  -5.27251,
762,  -4.16690,  -5.30022,
763,  -4.19631,  -5.32792,
764,  -4.22560,  -5.35553,
765,  -4.25472,  -5.38300,
766,  -4.28364,  -5.41030,
767,  -4.31241,  -5.43749,
768,  -4.34113,  -5.46462,
769,  -4.36987,  -5.49177,
770,  -4.39871,  -5.51901,
771,  -4.42770,  -5.54639,
772,  -4.45677,  -5.57382,
773,  -4.48581,  -5.60121,
774,  -4.51472,  -5.62844,
775,  -4.54339,  -5.65541,
776,  -4.57174,  -5.68205,
777,  -4.59983,  -5.70841,
778,  -4.62774,  -5.73457,
779,  -4.65556,  -5.76063,
780,  -4.68336,  -5.78666,
781,  -4.71121,  -5.81273,
782,  -4.73909,  -5.83884,
783,  -4.76698,  -5.86494,
784,  -4.79485,  -5.89101,
785,  -4.82266,  -5.91702,
786,  -4.85039,  -5.94295,
787,  -4.87805,  -5.96881,
788,  -4.90566,  -5.99462,
789,  -4.93323,  -6.02039,
790,  -4.96080,  -6.04616,
791,  -4.98836,  -6.07192,
792,  -5.01591,  -6.09765,
793,  -5.04340,  -6.12330,
794,  -5.07082,  -6.14883,
795,  -5.09813,  -6.17419,
796,  -5.12532,  -6.19935,
797,  -5.15238,  -6.22431,
798,  -5.17931,  -6.24911,
799,  -5.20612,  -6.27376,
800,  -5.23280,  -6.29827,
801,  -5.25937,  -6.32268,
802,  -5.28587,  -6.34703,
803,  -5.31235,  -6.37136,
804,  -5.33885,  -6.39572,
805,  -5.36542,  -6.42016,
806,  -5.39209,  -6.44472,
807,  -5.41883,  -6.46934,
808,  -5.44559,  -6.49399,
809,  -5.47230,  -6.51861,
810,  -5.49893,  -6.54314,
811,  -5.52542,  -6.56753,
812,  -5.55177,  -6.59179,
813,  -5.57797,  -6.61592,
814,  -5.60402,  -6.63992,
815,  -5.62992,  -6.66378,
816,  -5.65566,  -6.68753,
817,  -5.68128,  -6.71119,
818,  -5.70682,  -6.73482,
819,  -5.73231,  -6.75844,
820,  -5.75779,  -6.78210,
821,  -5.78329,  -6.80584,
822,  -5.80881,  -6.82965,
823,  -5.83432,  -6.85351,
824,  -5.85981,  -6.87741,
825,  -5.88525,  -6.90133,
826,  -5.91064,  -6.92525,
827,  -5.93596,  -6.94917,
828,  -5.96119,  -6.97307,
829,  -5.98631,  -6.99692,
830,  -6.01130,  -7.02072,
